"Honestly, you can never have too many <BLANK>","beepers 
frenemies 
reasons to stay inside",no,no,,
You know a restaurant is bad when the waiter says “<BLANK>”,"Shhhh... only get the house salad 
Would you like to hear my mixtape? 
Run. RUN!!!!!",no,no,,
That horror movie was so scary until the killer turned out to be <BLANK>,"society 
a slippery banana peel 
a very average horse",no,no,,
What would you call your ANTI-social network?,"Macebook 
Instaham 
UnlinkedIn",no,no,,
An old-fashioned curse word that nobody uses anymore,"Ham-tootin' 
Flibbertigibbet 
Cod-dangit",no,no,,
What’s the worst thing to wear when running a marathon?,"a cozy caftan 
sandpaper shorts 
a frown",no,no,,
Your fish are bored! You should put a <BLANK> in their tank to amuse them.,"tiny stand-up comedian 
Nintendo 64 
\""Chicken Soup for the Soul\"" book",no,no,,
"In this house, “Grandma” and “Grandpa” are known as <BLANK>","the enemy 
Gim-Gammy and Paul 
Dr. and Mrs. Charleston",no,no,,
“Pokémon Trainer” is a much nobler job title than “Pokémon <BLANK>”,"gambler 
incinerator 
life coach",no,no,,
Archaeologists won’t admit they’ve discovered cave paintings of <BLANK>,"the first hoagie 
mindless small talk 
our ugliest ancestor",no,no,,
The secret thing cats do when we’re not looking,"Invest in bonds 
Something interesting for once 
Make scrambled eggs",no,no,,
A good sign that you’re a terrible farmer,"silos filled with jelly beans 
wear a three-piece suit on the tractor 
can't spit fer nuthin'",no,no,,
"If your childhood toys came to life, they would probably say “<BLANK>”","You're disgusting 
I thought what we had was special 
Why did you wet the bed so much?",no,no,,
The worst restaurant: <BLANK> Hut,"Butter 
Loose Kale 
No Handwashing",no,no,,
What skin tags probably taste like,"niblets of corn 
crab meat 
candy canes",no,no,Chicken,"""Oh god, bluh, that is disgusting! Everybody knows that they taste like cheese puffs!"""
What your mom thinks the word “yeet” means,"young feet 
fake meat 
what little lambs say",yes,no,,
You know it’s a party when someone shows up with <BLANK>,"emotional baggage 
lukewarm dip 
loose firecrackers",no,no,,
You know the lottery scratch-off ticket won’t pay out much when the goal is to get three <BLANK>,"cigarette butts 
socks with holes in them 
cherry pits",no,yes,,
A surprising new use for kale,"Wound dressing 
Decoupage 
Jet fuel",no,no,,
"Believe it or not, kids are going crazy over these <BLANK> trading cards","Pro-Capitalism 
Blank 
Math!",no,no,,
A name for a music festival your mother would approve of,"Easy Listening Fest 
Hot Meal-a-palooza 
Home by Eleven",no,no,,
"What defeats rock, paper AND scissors?","hook 'em horns 
the human heart 
a military-issue flash grenade",no,no,"Fart 
Farts","""Yeah. Obviously. Fart covers rock, it warps paper, and it makes scissors rusty. Boom, there it is."""
"Along with tall, grande and venti, Starbucks should add a new coffee size: <BLANK>","Chonky 
Hypertensionetti 
Bucket",no,no,,
The nicest compliment you can give to a snake,"You're looking especially scaly today 
That's the widest jaw I've ever seen 
Hey baby, shake that rattle for me",no,no,,
"Under a full moon, a small number of people turn into <BLANK>","real jerks 
whatwolves 
their younger selves",no,no,,
What the US president counts at night instead of sheep,"Barrels of oil 
selfies 
Press Secretaries",yes,no,,
A rejected slogan for milk,,no,no,,
"There’s nothing sexier than a tall, beefy boy who knows how to <BLANK>","build his own gaming PC 
be emotionally available 
pull off overalls",no,yes,,
What’s at the core of the planet named after you?,"Nachos 
Chronic anxiety 
The stuff Pringles are made of",no,no,,
Name of an award show that celebrates the most mediocre movies of the year,"The Decents 
The ""Meh""mmies",no,no,,
Relationship rules: Never go to bed angry and never wake up <BLANK>,"a werewolf 
your dog 
in a second location",no,no,,
He’s just not that into you... because he’s into <BLANK>,"Beyblades 
perfecting his sourdough starter 
stamp collecting",no,no,,
Hard to believe but Madame Tussauds now has a wax statue of <BLANK>,"the inventor of Poo-Pourri 
you, the viewer at home 
your future husband",no,no,,
The worst words to end a scary story,"the killer was let out early on good behavior 
Turns out the real monster was society 
Thank you for reading my cover letter",no,no,,
The absolute dumbest question to pose in Yahoo! Answers,"what do I feel like eating? 
what's my favorite color? 
why does the sun keep rising?",no,no,,
A good use for all your old CDs,"obnoxious earrings 
enjoying the hits of the '90s 
radical coasters",no,no,,
"The worst breakup line: “It’s not you, it’s <BLANK>”","my hotter friend 
my raised standards 
...actually it definitely is you",no,no,,
It would be terrifying to have a painting of <BLANK> above your bed,"Count Dooku 
Mr. Peanut 
your dead pet",no,no,,
A cool nickname for your bowel movements,"The Pain Train 
Farty Friends 
The Stinky Boyz",no,yes,,
A sure sign you are trapped in a horrible nightmare,"teeth keep falling out 
keep losing ability to fly 
you're sharing your bed with a wolverine",no,no,,
"First, she asked for legs, then the Little Mermaid asked for <BLANK>","peep toe wedges 
an annulment 
a sequel",no,no,,
What every woman is hiding under her bangs,"an all-seeing third eye 
smaller, worse bangs 
a tiny Bugs Bunny tattoo",no,no,,
The generational nickname for babies born ten years from now,"Baby Gloomers 
Gen Why 
Willenials",no,no,,
A cute nickname for your butt,"my lower shoulders 
portable seat cushion 
Butty Booty Butt Butt",no,no,,
A comment that has NEVER been made on the internet,"I agree with everything in this post 
I'm happy to be proven wrong! 
I don't have an opinion.",no,no,,
A terrible new name to get from the Witness Protection Program,"Garth Vadar 
Tabitha Hinkledorp 
Barry S. Runningfromthemafia",yes,no,,
This year’s LEAST popular kids’ toy is: “The <BLANK>”,"Existential Dread 
Stock Market 
Plain block of wood",no,no,,
You know your date is a slob when you find <BLANK> in the middle of their living room,"a fresh turd 
cans of tuna fish",no,no,,
The most erotic amusement park ride is called the <BLANK>,"The Tunnel of Making Love 
The Merry-Go-Down 
The Scrambler",no,yes,,
The name of Snow White’s millennial eighth dwarf,"Techy 
Emoji 
Bodhi",yes,no,,
“Haste makes <BLANK>”,"a terrible casserole 
falling down stairs more possible 
for a bad hair day",no,no,,
"If you could fart to the melody of one song, it would be <BLANK>","Say My Name 
Every Breath You Take 
Gangnam Style",no,no,,
What Cookie Monster snacks on when nobody’s looking,"kale chips 
celery 
carrots",no,no,,
A better name for the TV show Friends,"White People Problems 
Codependent Relationships 
Two Nice Apartments",no,no,,
Something the Pope might sell on Home Shopping Network,"Jesus-shaped waffle iron 
""Miracle"" hair growth oil 
Vatican timeshares",yes,no,,
The only SAFE sex is <BLANK>,"holding hands 
between two health inspectors 
ear play",no,yes,,
A great way to stand out at comic book conventions is to dress like <BLANK>,"a food court counter with no lines 
a normal person, for once 
someone about to get kicked out for nudity",no,no,,
"In the lamest campfire tale, the young couple is terrorized by <BLANK>","their mother-in-laws 
student loan debt",no,no,,
Still-life paintings would be more interesting if they were bowls of <BLANK>,"fancy bugs 
caramels 
treasure maps",no,no,,
A fun nickname for the worst kid on a sports team,"MVP 
Johnny Bad Feet 
Flip Flop",no,no,,
The show must go on! Unless there is <BLANK> in the audience.,"candy 
a horse 
too much gas",no,no,,
The worst thing to be inscribed on a welcome mat,"Our Home Is Legally Your Home 
Hello forever! 
Please take off your feet",no,no,,
An adorable name for sideburns,"cheek shingles 
hair squares 
facial swatch",no,no,,
"One-Star Hotel Review: “Terrible mattress, no towels and <BLANK>”","tub was stolen 
big hole in wall where door should be 
had to share bed with bellhop",no,no,,
The best name for a mom gang,"Heck's Angels 
The Mighty Karens 
The Bottle Brigade",no,no,,
Casinos hate it when you walk up to the blackjack table and yell: “<BLANK>!”,"Hole in one! 
I know game theory! 
Elvis is alive!",no,yes,,
“A good man is hard to <BLANK>”,"buy socks for 
fold into quarters 
locate in a crowded theater",no,no,,
A great sport that never caught on: <BLANK> on ice skates,"logrolling 
trampoline",no,no,,
The one thing you should never slather mayonnaise on,"armpits 
roadkill 
an infected wound",no,no,,
The worst pattern for a women's dress print,"blobfish 
sticks of dynamite 
pots and pans",no,no,,
“The meek shall inherit <BLANK>”,"a set of encyclopedias 
a course on public speaking 
their uncle's stamp collection",no,no,,
A scrapbook nobody wants to see would be devoted to <BLANK>,"ceramic clown masks 
sewer rats 
photos of total darkness",no,no,,
The worst thing to use as confetti,"BEES! 
a million paperclips 
the deed to the ranch",no,no,,
"Gruesome! Instead of prickles, there’s a cactus that protects itself with <BLANK>","boneless chicken wings 
smaller cacti 
pus",no,no,,
A terrible model name for a self-driving car,"Cliffdiver 
Wanderer 
Rammer",no,no,,
"Dear Science, stop already! We know enough about <BLANK>!","the empty void of space 
unlikely animal friendships 
male pattern baldness",no,no,,
A more respectable way of saying “junk in the trunk” is <BLANK>,"knick-knacks in the back 
fine behind 
less blunt than the front",yes,no,,
The best name for a rideshare company to stand out from competitors,"Silent Ride 
Clown Cars Unlimited 
Cars with Wings",no,no,,
Your last thought before passing into the afterlife,"baba booey 
I wish I had gotten into more internet fights 
Hope God is hot",no,no,,
The dish that gets you uninvited from future potlucks,"Loose handfuls of chili 
Edible-ish silica packets 
Haggis for a crowd",no,no,,
"You know it’s bad when your mom says, “I’m not mad, I’m <BLANK>”","full of rage 
leaving 
past feeling emotions",no,no,,
A pickup line you might say to someone at the library,"May I feel your spine? 
You know, Dewy Decimal was my father. 
My love for you is no fiction",no,no,,
It’s a bold choice to send someone a bouquet of <BLANK>,"Pringles 
Loose grapes 
snakes",no,no,,
The worst thing to yell from a clothing store dressing room,"My water broke! 
I hope you didn't want this one back. 
What a buffet for me, the Jeans Eater!",no,no,,
Mother called you a “toddler tyrant” when you <BLANK>,"made the class swear fealty to your kingdom 
conducted regular toy executions 
violated the Geneva Conventions",no,no,,
Hate Valentine’s Day? There’s a new holiday called <BLANK>,"Basement Gaming Day 
Lonely Dive Bar Day 
Single 'n Loving It Day",no,no,,
The name of an appointment scheduling app nobody downloads,"Maybe Later 
Punk-tual 
Only Wednesdays",no,no,,
Family secret! Grandma keeps her cash in <BLANK>,"other people's bank accounts 
her motorcycle 
visible",no,no,,
Name for a wacky sitcom about ancient philosophers,"That's Our Plato! 
Three Men and a Theorem 
Greek's Company",no,no,,
What used to have wings before God took away its power of flight?,"electric guitars 
hot sauce 
the snapping turtle",no,no,,
The name of the tamest action movie ever made,"The Slow and the Serene 
Rambo's Porch Swing 
Spider-Man Quarantined at Home",no,no,,
"“Fool me once, shame on you. Fool me twice, <BLANK>”","hoo boy, I'm not doing too good, huh 
I'll see you in COURT 
I love being fooled! Hooray!",no,no,,
The best name for a gamers-only utopia,"Stardew Valley 
Nintendoland 
World of Warcraft",no,no,,
"A nickname for a big, bushy beard","chin topiary 
Sully from Monsters Inc 
Teddy Beard",no,no,,
A pretty compelling reason to stop wiping your butt,"Save the trees 
Insurance for introverts 
TP better for making mummies anyway",no,no,,
The weirdest video game: <BLANK> Simulator,"interior latex paint 
burnt toast 
exfoliation",no,no,,
A fairy tale that never caught on: <BLANK> and the Beast,"The Influencer 
The Tiger King 
A Metaphor for Society",no,no,,
The next Pixar movie will be about a talking <BLANK>,"Pixar animator asking for time off 
bottle of massage oil 
laundry basket",no,no,,
A contestant’s job title you would NOT be surprised to see on The Bachelor,"Fun Enthusiast 
Animal Protector 
Gift Wrap Specialist",yes,no,,
The name of a substitute teacher no student would mess with,"Mr. Roadkill 
Dean Destroya 
Mrs. Decepticon",no,no,,
"Whatever you do, do NOT put sriracha on <BLANK>","your eyes 
your birthday cake 
your cousin",no,no,,
You know you’re super bored when you fill out the “Which <BLANK> Are You” quiz,"pavement brick 
patch of moss 
roadie for A Flock of Seagulls",no,no,,
The strangest clickbait headline: “Hot <BLANK> Are In Your Area”,"Toms 
Stovetops 
Podiatrists",no,no,,
A truly innovative technology would be <BLANK>-canceling headphones,"cable 
uninteresting people 
ear",no,no,,
The name of a cologne that would be a woman repellent,"Eau De Fedora 
Axe: Garbage Truck 
pure corn syrup",no,no,,
Doctors Without Borders is a much better organization than Doctors Without <BLANK>,"Medical Degrees 
Pants 
Border Collies",no,no,,
The weirdest celebrity demand in a rider contract: The greenroom MUST have <BLANK>,"a second, smaller greenroom 
a way to make me feel whole again 
the biggest hoagie you've ever seen",no,no,,
The most memorable category you’d ever see on Jeopardy!,"Impotent Potables 
Alex Trebek's Favorite Jams 
Must Not Be Answered in Form of Question",yes,no,,
A warning that should come with alcohol: “May Cause <BLANK>!”,"Empty Promises 
Disappointment 
Unexpected late-night Amazon orders",no,yes,,
What unicorn meat tastes like,"marshmallows 
A very young elephant 
dinosaur gummies",no,yes,,
Something that should never be described as “juicy”,"a corpse 
a political campaign 
a bunny rabbit",no,no,,
A reminder that pops up on the Devil’s phone: “Remember to <BLANK> today!”,"smile 
get God's kid a b-day present 
buy eggs, milk, brimstone",no,no,,
A fun nickname for tampons,"Sponge friends 
Blood buddies 
Menstruation reclamations",no,no,,
The next big hit Broadway musical is going to be about <BLANK>,"Rent II: Mortgage Payment 
Guys & Dolls & Cops & Cowboys 
North Side Story",yes,no,,
Good Idea: reusable bags. Bad Idea: reusable <BLANK>,"lunch meat 
breakup texts 
toilet paper",no,no,,
The weirdest thing your Uber driver could offer you,"Some actually good advice 
The car 
A bag of loose mice",no,no,,
Why do babies’ heads smell so good?,"Delicious jelly filling 
nature wants us to lick babies 
Perfect seasoning in the womb",no,no,,
What toddlers would buy if they had mad Ca$h,"Respect 
cookie ladder 
Upgrade Onesie to a Twosie",no,no,,
An appropriate pickup line for church,"Didn't I see you here last Sunday? 
What's your confirmation name? 
This is usually the only place I kneel",no,no,,
"When your Roomba is charging, what does it dream about?","Nothing but murder 
Escape 
Dating the cat",no,no,,
Who knew police give tickets for <BLANK>?,"not staying in your bowling lane 
impersonating police 
having a bad hair day",no,no,,
Something you should never order at a business lunch,"sloppy joes 
plain tap water 
dinosaur nuggets",no,no,,
A terrible idea for a children’s pop-up book: The Adventures of <BLANK>,"Bob the Tapeworm 
GWAR 
The Man Who Will Kill Your Parents",no,no,,
Adults should be able to go door-to-door on Halloween and get <BLANK>,"drunk 
away from their spouse 
a quick massage",yes,yes,,
Everyone was sad when they saw the piñata was full of <BLANK>,"donkey organs 
helium 
regret",no,no,,
Something that would definitely NOT taste better pickled,"chocolate cake 
my husband 
bubblegum",no,no,,
A better name for skinny-dipping,"Funky Dunking 
Mash 'n Splash 
Naked Pool Time",no,no,,
Two words that will get a big laugh as a callback later in the game,"Larry Seinfeld 
hunky chunk 
sloppy daddy",no,no,,
"If they made a candle of your life, it would smell like <BLANK>","day-old Doritos 
chronic depression 
gamer fuel",no,no,Fart,"""For everyone's sake, I hope that it's an outdoor candle"""
Taco Tuesdays are so much better than <BLANK> Wednesdays,"weeping 
wet taco 
welding",no,no,,
"A rejected Dr. Seuss book title: Oh, The Places You’ll <BLANK>","Only See in Magazines 
Leave Shortly After Arriving 
Need to Clean",no,no,,
A rejected Christmas song: “Santa Claus Is Coming to <BLANK>”,"Freak You Out 
Bermuda 
Get What's His!",no,no,,
"You know your doctor is an idiot when he says, “I need ten cc’s of <BLANK> STAT!”","Clorox 
good thoughts 
bees",no,no,,
Hurrah! The United States is the world leader in <BLANK>,"ignoring the metric system 
King Kong attacks 
Coca-Cola flavors",no,no,,
A bumper sticker you’d consider displaying: “Ask Me About My <BLANK>”,"impulsive spending habits 
dreams 
trunk contents",no,no,,
Werewolves have TWO weaknesses: silver bullets and <BLANK>,"standardized testing 
rom-coms 
a pint of rocky road",no,no,,
The dumbest petition would push for <BLANK>,"return to 90s style cell phone ringtones 
free breadsticks at all restaurants 
National Online Troll Day",no,no,,
Nobody would greenlight a kid’s game show called “Where in the World is <BLANK>?”,"the ocean 
a lean pastrami sandwich",no,no,,
The sexiest dessert,"banana splits 
eggplant emoji a la mode 
apple pie on occasion",no,no,,
"Someone who looks good is a “snack,” but someone who looks REALLY GOOD is a <BLANK>","Reuben sandwich 
midnight buffet 
banana split",no,no,,
A website just for grandpas: www.<BLANK>.com,"khaki pants 
judgement 
Steely Dan",no,no,,
The quickest way to become the most popular kid in school,"Two words: infinite milkshakes 
Kidnap the prom king",no,no,,
What the coolest grandparent slips into a birthday card,"winning bingo card 
a little extra ice cream 
Spongebob's phone number",no,no,,
What the most popular kid from your high school is probably doing right now,"working at the car dealership 
regretting his choices 
his taxes",no,no,,
Susan has such a youthful glow ever since she started washing her face with <BLANK>!,"pancake batter 
Young Face IPA 
balsamic vinegar",no,no,,
Avoid the classified post that offers “Free <BLANK> to Good Home”,"opened jar of mayo 
dessert",no,no,,
Coffee shops always get names wrong. They should just hold up an order and shout “<BLANK>!”,"Anybody! 
Tall guy!",no,no,,
The best way to set the mood is to turn down the lights and turn up the <BLANK>,"jams 
smooches",no,yes,,
An unlikely spokesperson for vaping,"my great aunt 
a cartoon cigarette 
my yoga instructor",no,no,,
Prison would actually be super fun if only it had <BLANK>,"show choir 
a roller coaster 
weekly bake-offs",no,no,,
The most outrageous thing you can smuggle inside a baguette,"a smaller baguette 
a nest of baby snakes 
the cursed idol",no,no,,
A very unlikely place to meet your soulmate,"An anti-love protest 
At your wedding 
family reunion",no,no,,
The best part about living in a sewer,"your radical brothers and rat dad 
delicious alligators 
law firm adjacent",no,no,,
"Alice in Wonderland is weird, but it makes more sense than Alice in <BLANK>","debt 
my living room",no,no,,
"In the worst magic show, the magician pulls <BLANK> out of a hat","a nickel 
a classified ad 
lint",no,no,,
Something you’d gladly pay $45 for,"a six pack of paper towels 
dinner for ten people 
the right to drive on the shoulder in rush hour",yes,no,,
The next big romance novel: For The Love of <BLANK>,"Pasta 
Tweet 
your mother-in-law",no,no,,
The dumbest thing to buy in bulk,"warm milk 
sport utility vehicles 
assassins",no,no,,
"Sorry, we don’t have Coke or Pepsi. Is <BLANK> okay?","sugar in water 
whiskey 
lasagna",yes,no,,
A request you’d make on your dating profile: “Must love <BLANK>”,"being late all the time 
cheese 
my college roommate",no,yes,,
Who is God’s understudy?,"God Jr. 
a young starlet with big dreams",no,no,,
What’s the worst sound to hear when shaking a Christmas present?,"underwear sounds 
tempting whispers 
rattlesnake",no,no,,
"The best response to “I know you are, but what am I!?”","stone cold silence 
about to be punched 
a speck of dust in the wind",no,no,,
"After juggling chainsaws, the next skill to master is <BLANK>","reattaching limbs 
repairing the ceiling 
juggling pianos",no,no,,
Cap’n Crunch’s nickname at the Naval Academy,"Ensign Crunch 
ol' milk 'n spoon 
breakfast buddy",yes,no,,
What’s the trick to staying up when you have to pull an all-nighter?,"multiple roosters 
throw bed out window 
ice cold underwear",no,no,,
A sure sign you are currently dating a grizzly bear,"fur in the shower 
claw scratches on front door 
closet full of stolen picnic baskets",no,no,,
The daily special at a diner for bears,"big fat fish 
always salmon, always 
7,000 french fries",no,no,,
The real reason you’re not going to the party tonight,"I'm lazy 
kidnapped by aliens who want to harvest my hair 
heard my ex is gonna be there",no,no,,
The simplest pleasure known to man,"BBQ-ing while wearing linen shorts 
swimming in pudding 
adopting a dog",no,no,,
"It is bad luck if you break a mirror, but good luck if you break <BLANK>","dance 
bad 
a one-way mirror",no,no,,
The worst thing to find in your belly button,"a sustainable farm 
coal 
a body",no,no,,
The sexiest kitchen appliance,"the submissive spoon 
the singles mixer 
leather oven mitt",no,yes,,
The real reason people are afraid of the dark,"werewolves 
not enough light 
no vitamin D",no,no,,
What you call pants when you want everyone to think you’re fun,"leg sleeves 
PANTS! 
clothing tubes",no,no,,
Okay... just between us... which boy do you have a crush on?,"the cute one 
most of my science class 
Biebs",no,no,,
The “forbidden meat” comes from what animal?,"evil chickens 
Brian",no,no,,
What do boxers whisper to each other at weigh-in?,"Is kicking allowed? 
I'm good at punches 
love your trunks!",no,no,,
"What obscure cryptid monster stalks the streets of Cleveland, Ohio?","Normal Foot 
Brian",yes,no,,
What shape never took off with animal crackers?,"Endangered Chocolate Chip 
Sloppy Pigs 
sea anemone",yes,no,,
There’s a secret tax loophole that allows you to count <BLANK> as dependents,"ideas 
monsters under your bed",yes,yes,,
The most surprising place to find a missing contact lens,"in a pile of snakes 
someone else's eye 
the ceiling",no,no,,
A terrible sound option to have on a white noise machine,"yelling 
crying in the bathroom 
EDM",no,no,,
"No, the house isn’t haunted. The moaning you hear at night is just <BLANK>","charming 
a sea monster 
the newlyweds next door",no,yes,,
What’s your reflection doing when you turn your back?,"something creepy 
making balloon animals",no,no,,
"The worst thing to see through a telescope, hurtling towards Earth","a giant ball of used underwear 
that alligator you flushed as a child 
a giant nut! (I'm allergic to nuts)",no,no,,
"Instead of a siren, police could get cars to respond faster by blasting <BLANK>","Jimmy Buffett tunes 
raccoon shrieks 
""Weird Al"" Yankovic",yes,no,,
"Carl, the kind cat burglar, leaves your valuables and takes your <BLANK>","ugly sweaters 
leftovers about to go bad 
trash out",no,no,,
The apartment lease says it’s okay to have dogs as long as they <BLANK>,"live in a fish tank 
are not bad dogs 
are cats",no,no,,
Why do hot singles in your area want to talk to you?,"Just chatty 
Because I listen! 
wrong number?",no,no,,
Dogs are so gullible they actually believe <BLANK>,"beanie babies will gain value 
most marketing claims 
there's nothing inside pill pockets",no,no,,
You know you’re rich when you have a room just for <BLANK>,"eating snacks 
old cell phones 
Tamagotchis",no,no,,
"In a pinch, this can serve as a life raft","air mattress 
a friend who owes you a favor 
an actual boat",no,no,,
"“I didn’t come here to make friends, I came here to <BLANK>”","make best friends 
drink milk 
hurt some feelings",no,no,,
How do you know your friends are a bunch of phonies?,"they smell like hot plastic 
they're mean to your mom 
keep complimenting your muumuu",no,no,,
Something that should never be described as “rustic”,"tampon 
health care 
set of linens",no,no,,
The attention-craving celebrity who appears when you say their name to a mirror five times,"any hip hop star 
a contestant from Love is Blind 
that dude from SNL",no,no,,
An inappropriate gift to welcome someone to the neighborhood,"old beef stew 
fuzzy handcuffs 
bag of dog poop",no,no,,
"Forget cats and dogs. When the weather gets REALLY bad, it starts raining <BLANK>","hot garbage 
half-price appetizers 
extra dogs",no,no,,
"Nothing is certain but death and taxes... oh, also <BLANK>","happy hour 
climate change 
teen angst",no,no,,
Oh no! You washed all your clothes with <BLANK> in the pockets!,"gerbils 
hand-written checks 
blood",no,no,,
A sure sign that your takes are way too hot,"Twitter bursts into flames 
second-degree burns 
your mom calls you",no,no,,
"Against your better judgment, the thing you really want to put down the garbage disposal","a live chicken 
Barbies 
a giant foam finger",no,no,,
A good name for a dating app for lawyers,"objection 
sustained relationships 
the courting room",no,no,,
A great name for a superhero who can communicate with cats,"Catmandu 
Meow Miss 
Catcaller",no,no,,
What seagulls are usually thinking,"these idiots 
where am I? 
squawk squawk",no,no,,
What should have happened at the end of Titanic,"boat flies away 
it was all a dream 
sharks",no,no,,
"Dorothy meant to say, “There’s no place like <BLANK>”","bone 
the bathroom",no,no,,
Movie reboot idea: The Devil Wears <BLANK>,"Nike 
a red hat 
business casual",no,no,,
"Nothing will wake you up faster than a nice, hot cup of <BLANK> in the morning","laxative 
pure horse adrenaline 
chili peppers",no,no,,
A rejected fairy tale title: “Jack and the Giant <BLANK>”,"Noogie 
property tax bill 
chicken pox",no,no,,
A weird thing for a dentist to say while you’re in the chair,"let's have a look at that mole 
So I'm getting divorced. Sucks. 
mouths are disgusting if you think about it",no,no,,
The worst name for an educational kids’ show,"Pennywise's Science Minute 
Learning Through Screams 
Nothing but Recess!",no,no,,
A terrible thing to discover squirrels burying in your yard,"family albums 
my credit cards 
life-saving medication",no,no,,
<BLANK> much?,"bite your nails 
eat ramen 
bad breath",no,no,,
The greatest thing in the world to Auto-Tune,"my podcast feed 
an extended beer belch 
Alvin and the Chipmunks",no,yes,fart sounds,"Okay, don't say I never did anything for ya. Here goes. (auto-tunes fart sounds) You're welcome."
"In the dystopian future, all clothing will be made from <BLANK>","plastic bags 
other people 
sadness",no,no,,
The worst ringtone to play on your phone during a work meeting,"Baby Shark 
heavy breathing sounds 
your audition for The Voice",no,no,,
