"Honestly, you can never have too many <BLANK>","beepers 
Modern-day Mary Poppins suggests taking a spoonful of <BLANK>,"Adderall 
coconut oil 
capitalism",no,no,,
The worst thing to say after kissing someone,"Lasagna for lunch? 
Just like my mom 
Yummers",no,no,,
Got <BLANK>?,"pugs 
got 
any gum",no,no,,
The special skill on a resume that would make you immediately hire that person,"psychic powers 
secret family 
part-time party animal",no,no,,
"Instead of whistling, an updated version of Snow White suggests you <BLANK> while you work","cry 
Fortnite 
watch YouTube",no,no,,
A surprising thing to find caught in the spiderweb in your basement,"money 
grandpa 
a rival gang of spiders",no,no,,
A truly disgusting flavor for toothpaste,"cat food 
Doritos 
mouth flavor",no,no,,
"“No shirt, no shoes, no <BLANK>, no service”","bills smaller than a 20 
great knock-knock jokes 
face",no,no,,
"With the best credit card ever, you can redeem reward points for <BLANK>","candy bars 
self-esteem 
dates with celebrities",no,no,,
What a cat would do if it had human hands,"murder you 
ride a dog to the store, buy a fish 
identity theft",no,no,,
It should be illegal to put <BLANK> in a buffet,"cooked baby carrots 
a dead body 
great care and effort",no,no,Poop,"So, don't get me wrong, I'm no lawyer, but I believe that already is illegal."
"Okay wow, God just announced He is sick of hearing prayers about <BLANK>","your love life 
getting into heaven - just relax!! 
Jimmy Buffett tickets",no,no,,
A better use for Rapunzel’s hair,"make a nest for endangered eagles 
whip it back and forth (dancing) 
just braid it and make it cute",no,no,,
The worst thing to say instead of “I do” at your wedding,"""somebody else does"" 
""Sure"" *shrugs shoulders* 
""Ask again later""",no,yes,,
What The Beach Boys called themselves before they ever saw the ocean,"The Swamp Boys 
The Boys 
The Beatles",no,no,,
Little known fact: Guns N’ Roses used to to be called Guns N’ Roses N’ <BLANK>,"Little Donny Smith 
Horses 
Bake Sales",no,no,,
What social distancing is called on Antarctica,"deep freezing 
life on Antarctica 
nobody likes you",no,no,,
An unlikely celebrity to become the next President of the United States,"the Taco Bell dog 
Barack Obama 
Guy Fieri",yes,no,,
The most boring reality TV contest would feature competitive <BLANK>,"watch repair 
calligraphy 
dry cleaning",no,no,,
Solar and wind will be a joke once we harness the power of <BLANK>,"cow farts 
raw charisma 
laundry detergent pods",no,no,,
"“You can lead a horse to water, but you can’t make it <BLANK>”","say ""thank you for the water"" 
in show business 
enjoy hanging out with you",no,no,,
The best way to describe the texture of a jellyfish,"scary goopy 
living booger 
plastic bag full of poison Jell-O",no,no,,
The worst person to accidentally add to a group text about your love life,"the person you're writing about 
your old babysitter 
your younger brother",no,no,"Mom 
Mama","Okay, funny story. About five years ago, I was going through a... a breakup of sorts, so I texted my therapy group about it and I get this frantic message: ""Josh, how many marriages can you destroy? I raised you better than that! Susan loves you! Who's going to do my manicures now?"" Long story short, Susan still does my Mom's manicures, but it's... it's uhh... it's awkward, it's very awkward. Did I say this was a funny story?"
The scariest thing that could pop out of your birthday cake,"your mom 
one million spiders 
student debt",no,no,,
A good name for a camel dance troupe,"Hump Night 
Deserted 
Hump it up",no,yes,,
"Besides cockroaches, the one thing that will survive the apocalypse","the metric system 
Volkswagens 
spray can cheese",no,no,,
What’s your mom worrying about today?,"my future 
a computer virus she repeatedly downloads",no,no,,
The name of a planet covered in corn,"Corn-Saturn 
Cobland",no,no,,
“If you build it they will come” applies to baseball fields and <BLANK>,"Renaissance fairs 
chocolate factories",yes,no,,
What’s the name of the Walmart aisle where you can go cry in peace?,"jellies, jams, and crying 
Knitting/Yarn",no,no,,
The cow goes moo. The drunk cow goes <BLANK>,"Moo-ve out of my way, Janet! 
Let's order Domino's 
Let's go us-tipping!",no,no,,
"Unfortunately, Curious George was the most curious about <BLANK>","quicksand 
timeshares 
laundry pods",no,no,,
The most popular job title in 2040,"ditchdigger 
robot assistant 
oxygen deliveryman",no,no,,
Did you know your garden hose can double as a <BLANK>!?,"sad shower 
toy snake 
xxxxxxxxxxl belt",no,no,,
A terrible Mother’s Day gift,"jar of sweet relish 
half-used bar of soap",yes,no,,
"Doctors say <BLANK> is not addictive, but you’re hooked!","ibuprofen 
bread 
having fun",no,no,,
"Understandably, no one wants to adopt Little Orphan <BLANK>","Old Man 
Idiot 
Evil Doll",no,no,,
A deodorant scent designed by a dog,"Urinal Cake 
Wet 
Blood",no,no,,
America doesn’t have a royal family. We just have <BLANK>,"The Kardashians 
Muppets 
The Simpsons",no,no,,
"A lighter, more romantic sequel to Crime and Punishment would be called <BLANK>","When Crime Met Punishment 
Crime, Punishment, and Gardenias 
Giggles and Punishment",no,no,,
"Instead of Truth or Dare, kids these days play Truth or <BLANK>","fake news 
consensual actions 
Fortnite",yes,no,,
The worst thing to use as a straw,"your leg 
a taco 
a seagull",no,no,,
"For containers, you go to The Container Store. For sex toys, you go to <BLANK>","The Pleasure Emporium 
Ye Olde Dildo Shoppe",no,yes,,
A cocktail you make for sad occasions,"A Tom Bawl'ins 
Warm flat beer 
The Crying Lucinda",no,no,,
"A business word an important businessman might say, for business","Synergy 
Corporatize 
you're fired",no,no,,
"Money can’t buy happiness, but it CAN buy <BLANK>","infinite puppies 
a butler named 'Happiness' 
a sick Jacuzzi",no,no,,
Jesus’ secret middle name,"Holy 
Carpenter 
Brad",no,no,,
A better name for comic books would be <BLANK>,"laugh squares 
dork bibles 
picture friends",no,no,,
A good name for the opposite of a silent-but-deadly fart,"loud n' proud 
horn time 
Chernobyl",no,yes,,
"Look, it’s all fun and games until <BLANK>","you have kids 
MONDAY AMIRIGHT 
game night is over",no,no,,
California’s biggest export is <BLANK>,"failed actors 
squashed dreams 
teeny tiny oranges",yes,no,,
What’s a badass name for a badass sword?,"The Hellcutter 
Mr. Stabs 
Harold Von Fearblade",no,no,,
Kids these days are skipping first base and going straight to <BLANK>,"home plate 
the garage 
the sticky cave",yes,yes,,
Modern pirates don’t steal treasure. They steal <BLANK>,"stock tips 
the silver screen 
real estate licenses",no,no,,
A name for a superhero who is basically just a rip-off of Batman,"The Nighttime Boy 
Sad Flying Man 
No-Parents Man",no,no,,
"After a massive downsizing, the store unfortunately had to be renamed Bed Bath & <BLANK>","the outlet next door 
your dad's house 
some other stuff",no,no,,
"<BLANK>: It’s hard work, but somebody’s gotta do it!","Eating the leftovers 
Correcting people's grammar 
Spoiling the plot of ""The Sixth Sense""",no,no,,
What’s the perfect hide-and-seek hiding spot?,"next to a fog machine 
behind a REALLY big tree 
the Mariana Trench",yes,no,,
Halloween would be even spookier if it were called <BLANK>,"Only Candy Corn Day 
Ghost-a-palooza",yes,no,,
500 years ago freckles were called <BLANK>,"The European curse 
cheek lint",no,no,,
It’s easy to walk out of a timeshare pitch... until they offer you <BLANK>,"attention 
free candy",no,no,,
There is only one person you should follow into a dark alley and that’s <BLANK>,"anybody with snacks 
a fireworks salesperson",no,no,,
Austin’s new slogan should be “Keep Austin <BLANK>”,"away from the bats 
a little silly but mostly normal 
underground",yes,no,,
"Remember kids: if it doesn’t have <BLANK>, it’s not anime!","begrudging respect between rivals 
crying 
extended screaming",no,no,,
What secret is your left hand keeping from your right hand?,"where the good nail clippers are 
how to play the piano",no,no,,
What do most Rorschach tests look like to you?,"squid droppings 
my childhood teacher's judging eyes 
spilled soup",no,yes,,
"“Of all the gin joints in all the towns in all the world, she walks into <BLANK>”","a bad bar 
Pizza Hut",no,no,,
Something Sonic the Hedgehog should NOT be doing that fast,"open-heart surgery 
repairing his broken relationships 
smooching",no,no,,
The most difficult hole in mini-golf is a tiny version of <BLANK>,"my high school prom 
Finland",yes,no,,
"My trap is fiendishly simple, Mr. Bond! Once I pull this lever, the floor will become <BLANK>","ugly 
covered in alligators",no,no,,
There is no “i” in team... but there is an “i” in <BLANK>,"My team is bad 
Tim 
losing",no,no,,
"First the cat gets your tongue, then it gets your <BLANK>","soul 
teeth",no,no,,
A terrible last name if your first name is Dick,"Dick 
Cissel 
Richard",no,yes,,
"Ok, fellas, let’s have a fair fight. No spitting, no kicking and absolutely no <BLANK>","falling in love 
double dutch 
discussion of socialism",no,no,,
An embarrassing person to accidentally call “Daddy”,"Arnold Schwarzenegger 
your priest",no,no,,
A blood type only found in extremely sexy people,"XXX 
O + MY",no,yes,,
The worst inspirational sign to see while running a marathon,"Try walking, loser! 
Warning: lions around the corner 
You could be indoors right now",no,no,,
"Weirdly enough, the NFL has agreed to let players celebrate touchdowns by <BLANK>","scoring more touchdowns 
humming a lil' tune",yes,no,,
The federal government should have an executive Department of <BLANK>,"Freak Outs 
Swampland Rehabilitation!!",yes,no,,
The last person you’d take financial advice from,"my father 
my ex 
24 hour fortune teller",no,no,,
A less radical band name would be Rage Against The <BLANK>,"neighbors 
local school board",no,no,,
The title of a mixtape you would make for your boss,"The Smooth Sounds of Stapling 
The Copies You Wanted 
15 Songs To Tell You I Quit",no,no,,
A sign it’s time to wrap up your day at the beach,"fourth-degree sunburn 
Godzilla's on his way 
a seagull insurrection",no,no,,
The coolest kid in middle school is always the one wearing <BLANK>,"Heelys 
the armor of the self-assured 
head-to-toe leather",yes,no,,
There’s the problem! You’ve got a huge <BLANK> stuck in your sink.,"severed hand 
cantaloupe",no,no,,
A bumper sticker a goose would put on its car,"Honk if you're a fan of honking 
Gosling on board",no,no,,
"If you don’t have any teeth, the tooth fairy will gladly take your <BLANK>","credit cart 
gums",no,no,,
Fine! If nobody is going to ask... I will! What’s that smell?,"success 
a delicious pie cooling on the window sill",no,no,Fart,"How predictable. You know, Jackbox has been in the fart game for over twenty years. Our library of fart sounds is the envy of the gaming industry. Hell, there was a time we didn't think twice about catering to your juvenile whims, but we are older, and wiser now, and we know when to say (fart noise) Mwah. Thanks for listening."
A good excuse for not reading your friend’s new screenplay,"Whoopsie, I forgot how to read 
Allergic to words",no,no,,
Huge twist! Turns out the monster was really <BLANK> wearing a mask the whole time!,"capitalism 
a teddy bear 
an ice cream sundae",no,no,,
A good sign that Santa doesn’t give a crap about his job anymore,"Two words: reindeer sausage 
Started Santa Prime 
$9.95 to be on Nice List",no,no,,
The best marketing slogan for your butt,"Now mostly gas free 
Once you pop, you can't stop 
Got Butt?",no,no,,
"It’s not all Bible study! On Wednesdays, the local church group is known to <BLANK>","write dirty limericks 
enjoy a good buffet",no,no,,
Michael Bay presents <BLANK>: The Musical!,"Mark Wahlberg 
Books",no,no,,
Remember: Never buy a build-your-own <BLANK>,"blacksmith forge 
Predator 
planet",no,no,,
The shrimp boat captain never worked again after accidentally catching <BLANK> in his net,"a golden crawdad 
some sinking billionaires 
Matt Damon",no,no,,
"Finish the rhyme: “Roses are red, violets are blue, I got you this card, <BLANK>”","to break up with you 
the bargain is complete",no,no,,
A slightly more appetizing name for “leftovers”,"Dinner: The Sequel 
Microwave Friends",no,no,,
"If a friend describes your blind date as “interesting,” it means <BLANK>","wacky 
not entirely human",no,no,,
"The DNA test proves you are not the father, but you are <BLANK>","a father 
going to be soon",no,no,,
"For a wedding to be legal in Florida, <BLANK> must be present at the ceremony","an alligator 
the local biker gang 
a Florida man",yes,no,,
The perfect excuse for getting out of gym class,"I've already gone pro 
I'm allergic to spheres",yes,no,,
"After her husband died, who did Mrs. Butterworth eventually end up with?","Mr. Worthy Butter 
Jack Flap",yes,no,,
The biggest pet peeve among modern zombies,"vegans 
high-rise apartments 
social media bullying",no,no,,
Something you shouldn’t say in a crowded elevator,"I could use a cuddle 
Oh great. Diarrhea again 
Anybody mind if I practice my banjo?",yes,no,,
"The worst thing about being really, really sexy","Nothing. I love it 
Spend a fortune on bikinis 
People keep giving you apartments",no,no,,
The best way to stay young forever,"Become a vampire? 
Never stop dancing 
Change your name to ""Turbo""",no,no,,
Something you might overhear in the White House,"Didn't I just talk to Congress? 
Wait. Kansas is real? 
Anybody else see Chester A. Arthur's ghost?",yes,no,,
What sound does a shy gun make?,"Sorry, sorry 
Shh, shh",no,no,,
Book adaptations have gone too far! Now they’re making <BLANK>: On Ice!,"The Fault in Our Stars 
The Encyclopedia Britannica Books A-D 
War and Peace",no,no,,
"In the next Donkey Kong game, you’ll get to meet his distant cousin: <BLANK> Kong","Stockbroker 
Spelunky",no,no,,
"There are three types of people. You’re either a witch, a stone or a <BLANK>","lawn gnome 
bottle of soup 
iPad",no,no,,
An excuse for being late that will make people stop asking questions FAST,"that smell is coming from me! 
three words: party boat funeral",no,no,,
What a misfit vampire craves more than blood,"a good brie 
nail clippings 
red paint",no,no,,
First was the bro hug. Now bros are doing <BLANK>,"the knee tap 
the skull rub 
the butt press",no,no,,
The rejected last line of the national anthem: “O’er the land of the free and the home of <BLANK>”,"the largest ball of twine 
fake news 
Hamilton the musical",yes,no,,
Something stupid a 23rd-century human might find in a time capsule from today,"an impossible burger 
a fidget spinner 
selfie stick",no,no,,
Is it just me or is <BLANK> just TOO attractive to be human?,"my mom 
the pizza delivery guy",no,no,,
The most common birthday wish is for world peace. The second most common is <BLANK>,"no more jerks 
for my sports team to win a lot",no,no,,
It isn’t called “sex” in honest relationships. It’s called “making <BLANK>”,"one person feel good 
the best use of our time",no,yes,,
You’re twelve years old and you just got a blank check! What’s the first thing you’re buying?,"water slide, duh 
attentive parents",no,no,,
Someone you’d never expect to give you “the birds and the bees” talk,"beloved character actor Stephen Root 
a bored aunt 
the Ghost of Christmas Past",no,no,,
"If we named all the constellations today, one would DEFINITELY be called <BLANK>","The millennials 
CassioWikipedia",no,no,,
Look up “<BLANK>” in the dictionary and there will be a picture of <ANYPLAYER>,"3rd place 
trying",no,no,,
A terrible catchphrase for a magician,"That's magic? 
Science! 
It doesn't always work!",no,no,,
The best name for a local news weatherperson,"Bob Weather 
Amy Deathstorm 
Tony Hail",no,no,,
"A celebrity <ANYPLAYER> looks like, if you squint a little","Olaf from Frozen 
Daffy Duck 
WALL-E",no,no,,
"And over here are the fossils of the <BLANK>, the world’s clumsiest dinosaur!","Triposaurus 
Bumbledactyl",no,no,,
"When I die, I want to be surrounded by family and <BLANK>","beloved character actors 
an extensive cheese plate 
protective charms",no,no,,
"If we could just turn off gravity for an hour, it would make <BLANK> much more interesting","pogo sticks 
juggling",no,no,,
The weirdest thing you could tell your hairdresser: “Give me the <BLANK>”,"Captain Picard 
hair clippings 
yoga instructor haircut",no,no,,
A shocking thing to discover your kids built out of LEGO,"democracy 
another kid 
perfect replica of you",no,no,,
"The hardest thing to say with a big, goofy smile","Ready for my bikini wax! 
Engine number three failed! 
Welcome to Kansas!",no,no,,
"Oddly enough, the Tour de France takes a tiny detour through <BLANK>","a family's bathroom 
a wormhole 
a food court",no,no,,
The most convenient piece of furniture is a couch that turns into <BLANK>,"a spouse 
a sofa",no,no,,
The best way to “dress up” a pair of cargo shorts,"burn them 
sequins 
fill the pockets with caviar",no,no,,
"The leading cause of goosebumps, probably","Timothée Chalamet 
soft serve in a baseball helmet 
the news",no,no,,
You knew the accident involved a clown car because the road was covered in <BLANK>,"rubber noses 
hundreds of long footprints 
red face paint",no,no,,
An architectural landmark you find weirdly... attractive,"Great Sphinx of Giza 
the St. Louis Arch 
thick, long bridges",no,yes,,
The name of a yacht that you’d think twice about getting on,"Not Gonna Crash This One! 
The Sailor's Damnation",no,no,,
Nobody ever checks in to that hotel room! Not since <BLANK>,"The mule incident 
yesterday",no,no,,
“Revenge is a dish best served <BLANK>”,"with a side of meanness 
at Doom temperature",no,no,,
The community college was doomed after it made <BLANK> its mascot,"A feral gila monster 
student loan debt 
the concept of auto maintenance",yes,no,Schmitty,"Listen, punk. You ever heard of the fighting Schmittys of Lower Backwater Community College? No, you wouldn't have, but we've won our division in Tetherball five years in a row. Go ahead, look it up."
"If you want a bartender to hate you, just order <BLANK>","too loud 
the angriest beer",no,no,,
The slowest draw in the West: Billy the <BLANK>,"not-paying-attention 
man with heavy guns",yes,no,,
"Something that makes you go, “Ugh, fine, I’ll do it”","Frank from Accounting 
babysitting your niece",no,no,,
"My ladyship, may I introduce the most disgusting knight we have, Sir <BLANK>","Barfs-a-Lot 
Galahack",no,no,,
The next big documentary will be about the seedy underbelly of the <BLANK> industry,"Toblerone 
shoelace 
intramural ping-pong",no,no,,
"If you’re being honest with yourself, you’ll never be brave enough to <BLANK>","be hot 
kiss",no,no,,
The name of a clown you would not hire for your six-year-old’s birthday party,"Sad Bad Clown 
Medical Clown 2",no,no,,
The name of a summer camp for extremely shy children,"Audience Camp 
Speak Up!! Camp",no,no,,
Dishwashers don’t have windows! What are they hiding?,"they sell your dishes on the black market 
it's a party in there",no,no,,
A gift your stepdad really tried his best on... so be nice,"friendship bracelets 
tix to a basketball game you'll sit in silence at 
off-brand Hott Wheelz toys",no,no,,
Forget the labradoodle! The best dog breed combination is the <BLANK>,"corgenweiner 
Great Daneapoo",no,no,,
"When in England, remember that they <BLANK> on the other side of the road","weep 
get in accidents 
merrily skip",yes,no,,
Something that you didn’t need to know is gluten-free,"human flesh 
various small rocks",no,no,,
"In the Republic of <ANYPLAYER>, the national anthem would be <BLANK>","the discography of Carly Rae Jepsen 
The X-Files theme song",no,no,,
The worst thing to discover that your five-year-old is drawing,"your face with devil horns 
the pet pony they'll never have 
the sun with a frowny face",no,no,,
Quick! How do you ruin a romantic picnic!?,"give the ants knives 
too many grapes",no,no,,
OMG. Seriously. Where is Waldo???,"behind you 
Cancun for Spring Break 
finding himself",no,no,,
GOOD: hard-boiled eggs. BAD: hard-boiled <BLANK>,"opinions 
dogs 
cake",no,no,,
A fact about you that would impress a four-year-old,"I can swim 
I have a job",no,no,,
What’s the next state we should add to the US?,"Denial 
The Republic of Chili's Too",yes,no,,
"Look, kids, if you can’t agree on a name for that hamster, we’re just going to call it <BLANK>","Meatball 
Batmanster",no,no,,
A bribe!? Is it a bribe to give a federal judge <BLANK>?,"a Rolex 
a money hug",yes,no,,
Little-known fact! Da Vinci liked to draw a little <BLANK> somewhere in his paintings.,"cartoon turtle 
hint to a puzzle about Jesus",no,no,,
"If you lived in the early 1500s, what would YOU nail to the door of a church?","Naruto fanfic 
A nice picture of a flower I drew",no,no,,
What’s something you should never do while wearing sandals?,"tap dance 
run from a bear",no,no,,
Never get in a street fight with someone nicknamed “<BLANK>”,"The Cheater 
Mr. Goes Too Far",no,no,,
The most dramatic way to end a letter is: “P.S. <BLANK>”,"I'm spontaneously pregnant 
Whoopsie, fell down an elevator shaft! 
Boo! I'm a ghost!",no,no,,
What should you label your computer porn to prevent your mom from opening it?,"""Just vegetables"" 
""pictures of skateboards""",no,yes,,
"Before marmalade, Paddington Bear had a crippling addiction to <BLANK>","tea 
pajamas 
sports betting",no,yes,,
The one thing you should never put in a communal fridge,"a dead body 
loose cheese 
your trust in humanity",no,no,,
The title of Herman Melville’s unpublished sequel: Moby Dick 2: <BLANK>,"2 Dick 2 Furious 
More Dick 
Oh Whale",no,no,,
The next hit dating reality series: Love is <BLANK>,"Right Behind You 
Mostly Lust 
Not Fair",no,no,,
"Honestly, <BLANK> might as well be a curse word","""Honesty"", am I right?? 
Flibertigibbet 
fork",no,no,,
Name a snack food for mummies,"Pyramints 
Bubble tape 
Sarcopha-gum",no,no,,
"If Virginia is for lovers, then Alabama is for <BLANK>","divorces 
feral pigs 
mullets",yes,no,,
The title of a gritty sequel to Goodnight Moon,"The Moon Is Never Coming Back 
The Moon's Secret Family 
Eat Lead, Moon",no,no,,
"In MacGyver’s most awkward life-and-death moment, he only had a pocket full of <BLANK>","nuts 
cassette tapes 
dreams",yes,no,,
Did you know that <ANYPLAYER> founded the <BLANK> Club in high school?,"Weird Anime 
Eating Lunch In The Bathroom 
Sad Friends",yes,no,,
You can tell the wine tasting is cheap when the chardonnay has notes of <BLANK>,"gasoline 
tap water 
sawdust",no,no,,
"Ok, which one of you used the Xerox to make copies of <BLANK>?","their medical condition 
smaller, grainier pictures 
the janitor's face",no,no,,
An accurate slogan would be “The Suburbs: <BLANK>”,"Give up on your dreams! 
We've got chicken wings 
It's not THAT sad.",no,no,,
Oh! The handcuffs in the bedroom? They’re not for sex! They’re for <BLANK>!,"guests 
my lycanthropy",no,yes,,
The button on the microwave that never gets used,"burnt popcorn 
blend 
impersonate a real oven",no,no,,
Who’s really America’s Sweetheart?,"You, the viewer at home. 
Capitalism",yes,no,,
"Due to funding cuts, Broadway’s Phantom is now Phantom of the <BLANK>","Dunkin Donuts 
VR Arcade 
discount ticket kiosk",yes,no,,
The most useless feature of luxury coffins,"cup holders 
edible lid 
lumbar massage",no,no,,
"If you want to be a SUPER model, strut to the end of the runway and then <BLANK>","do a backflip 
keep going 
shoot lasers from your eyes",no,no,,
What your smart speaker wishes it could say to you,"Why don't YOU answer questions once in a while? 
Eat my shorts 
You should leave him",no,no,,
Never trust a veterinarian who decorates their waiting room with <BLANK>,"sausage links 
out of reach dog biscuits 
paintings of cemeteries",no,no,,
Your cat can talk for one minute. What do you chat about?,"Where I'm taking her poop 
The best trick he can do for internet fame 
the ""other"" cat",no,no,,
A group of tax attorneys is called <BLANK>,"an audit 
a deduction 
a number",no,no,,
"Nothing can stop the Terminator. Well, nothing except <BLANK>","paternal instinct 
sequel burnout 
salary caps",no,no,,
"If she were alive today, Marie Antoinette would probably say “Let them eat <BLANK>!”","these receipts 
gluten-free pasta 
at Domino's Pizza",no,no,,
Fine!!! What’s the sexiest animal?,"a bluebird with a steady job 
a pile of carpenter ants 
a swallow",no,yes,,
The amusement park was a bust. Now what do we do with all these cloned dinosaurs?!,"Let's try an amusement park AGAIN 
jerky 
petting zoo?",no,no,,
The worst thing to step on with bare feet,"your son 
Mr. Soapy's Acid Goo Bathtub Cleaner 
hot magma",no,no,,
Did you know that Ben Franklin also invented <BLANK>?,"infidelity 
the Snuggie 
the internet",yes,no,,
The dance move that finally killed disco was called “The Funky <BLANK>”,"Knife Set 
Cornish Hen 
Comfortable Seated Position",no,no,,
The worst thing to write inside a “get well soon” card,"This was your fault 
Can I borrow your skis? 
Happy Anniversary!",no,no,,
A bar for corrupt politicians,"The Gerrymander 
The Fleece 'n Robb",yes,no,,
A job title you probably shouldn’t put on your LinkedIn profile,"Wizard-At-Large 
Definitely a Human Businessman 
Domestic Boss",no,no,,
"In heaven, you will be surrounded by friends, family and, for some reason, <BLANK>","Anakin Skywalker 
that turtle you saw at the zoo in 2007 
marshmallows",no,no,,
What did the band the Barenaked Ladies originally call themselves?,"The False Advertisers 
The Naked Lady Bears",no,no,,
The most innocent thing you could type that would result in a Twitter fight,"Guess I'll give this Twitter a try 
Hi, everybody 
Aren't kittens cute?",no,no,,
One thing someone could whisper in your ear to win your heart forever,"I have bacon 
I'm rich 
I will bring you ice cream",no,no,,
The name Dr. Frankenstein wanted to give his monster but decided against it,"Slim 
Vic Jr. 
Dracula",no,no,,
"If humans could acquire a sixth sense, it should be <BLANK>","super smell 
laser eyes 
empathy",no,no,,
The coolest thing to pop out of Wolverine’s hands instead of metal claws,"Lipstick tubes 
Tiny chainsaws 
Flu shots",no,no,,
Something SO much worse than hair to find in your food,"eyeball 
scorpion 
shampoo",no,no,,
Name the sequel to Cats. Cats 2: <BLANK>,"The Neutering 
Hairball Edition 
The War Against Dogs",no,no,,
The strangest thing to discover in a mummy’s tomb,"My old 3DS 
A daddy... hah! Got 'em! 
Amelia Earhart",no,no,,
A surprising thing to get trapped in your Invisalign clear tooth aligner,"a thumbnail 
a fishing lure 
an entire bag of french fries",no,no,,
Avoid any restaurant with a sign that says “As Seen on <BLANK>”,"Security camera footage 
Top Gear 
the back of the church bulletin",no,no,,
It would actually be chill to die in an avalanche of <BLANK>,"puppies 
first-edition Pokemon cards 
sick guitars",no,no,,
"First, the Grinch stole Christmas. But he went too far when he stole <BLANK>","Our hearts 
Arbor Day 
my identity",no,no,,